N18955,health,medical,Dispose of unwanted prescription drugs during the DEA's Take Back Day,,https://assets.msn.com/labs/mind/AAISxPN.html,"[{""Label"": ""Drug Enforcement Administration"", ""Type"": ""O"", ""WikidataId"": ""Q622899"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""DEA""]}]",[]
N61837,news,newsworld,The Cost of Trump's Aid Freeze in the Trenches of Ukraine's War,"Lt. Ivan Molchanets peeked over a parapet of sand bags at the front line of the war in Ukraine. Next to him was an empty helmet propped up to trick snipers, already perforated with multiple holes.",https://assets.msn.com/labs/mind/AAJgNsz.html,[],"[{""Label"": ""Ukraine"", ""Type"": ""G"", ""WikidataId"": ""Q212"", ""Confidence"": 0.946, ""OccurrenceOffsets"": [87], ""SurfaceForms"": [""Ukraine""]}]"
N53526,health,voices,I Was An NBA Wife. Here's How It Affected My Mental Health.,"I felt like I was a fraud, and being an NBA wife didn't help that. In fact, it nearly destroyed me.",https://assets.msn.com/labs/mind/AACk2N6.html,[],"[{""Label"": ""National Basketball Association"", ""Type"": ""O"", ""WikidataId"": ""Q155223"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""NBA""]}]"
N38324,health,medical,"How to Get Rid of Skin Tags, According to a Dermatologist","They seem harmless, but there's a very good reason you shouldn't ignore them. The post How to Get Rid of Skin Tags, According to a Dermatologist appeared first on Reader's Digest.",https://assets.msn.com/labs/mind/AAAKEkt.html,"[{""Label"": ""Skin tag"", ""Type"": ""C"", ""WikidataId"": ""Q3179593"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Skin Tags""]}]","[{""Label"": ""Skin tag"", ""Type"": ""C"", ""WikidataId"": ""Q3179593"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [105], ""SurfaceForms"": [""Skin Tags""]}, {""Label"": ""Dermatology"", ""Type"": ""C"", ""WikidataId"": ""Q171171"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [131], ""SurfaceForms"": [""Dermatologist""]}, {""Label"": ""Reader's Digest"", ""Type"": ""M"", ""WikidataId"": ""Q371820"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [163], ""SurfaceForms"": [""Reader's Digest""]}]"
N2073,sports,football_nfl,Should NFL be able to fine players for criticizing officiating?,Several fines came down against NFL players for criticizing officiating this week. It's a very bad look for the league.,https://assets.msn.com/labs/mind/AAJ4lap.html,"[{""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""NFL""]}]","[{""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [32], ""SurfaceForms"": [""NFL""]}]"
N11429,news,newsscienceandtechnology,"How to record your screen on Windows, macOS, iOS or Android","The easiest way to record what's happening on your screen, whichever device you're using.",https://assets.msn.com/labs/mind/AADlomf.html,"[{""Label"": ""Microsoft Windows"", ""Type"": ""J"", ""WikidataId"": ""Q1406"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Windows""]}, {""Label"": ""Android (operating system)"", ""Type"": ""J"", ""WikidataId"": ""Q94"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Android""]}]",[]
N49186,weather,weathertopstories,"It's been Orlando's hottest October ever so far, but cooler temperatures on the way","There won't be a chill down to your bones this Halloween in Orlando, unless you count the sweat dripping from your armpits.",https://assets.msn.com/labs/mind/AAJwoxD.html,"[{""Label"": ""Orlando, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q49233"", ""Confidence"": 0.962, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Orlando""]}]","[{""Label"": ""Orlando, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q49233"", ""Confidence"": 0.962, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""Orlando""]}]"
N2131,health,weightloss,This Guy Altered His Diet and Training to Drop 65 Pounds and Pack on Muscle,"Take Brandon Reid's advice: ""Don't worry what other people think. Even the smallest or fattest guy in the gym is lapping the guy at home on the couch.""",https://assets.msn.com/labs/mind/AAGBR44.html,[],[]
N59295,news,newsworld,Chile: Three die in supermarket fire amid protests,"Three people have died in a supermarket fire as angry protests in Chile entered their seventh day, the mayor of capital city Santiago said on Sunday.",https://assets.msn.com/labs/mind/AAJ43pw.html,"[{""Label"": ""Chile"", ""Type"": ""G"", ""WikidataId"": ""Q298"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chile""]}]","[{""Label"": ""Santiago"", ""Type"": ""G"", ""WikidataId"": ""Q2887"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [125], ""SurfaceForms"": [""Santiago""]}, {""Label"": ""Chile"", ""Type"": ""G"", ""WikidataId"": ""Q298"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [66], ""SurfaceForms"": [""Chile""]}]"
N24510,entertainment,gaming,Best PS5 games: top PlayStation 5 titles to look forward to,Every confirmed or expected PS5 game we can't wait to play,https://assets.msn.com/labs/mind/AACHUn8.html,"[{""Label"": ""PlayStation"", ""Type"": ""J"", ""WikidataId"": ""Q1323662"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""PlayStation 5""]}]",[]
N59883,foodanddrink,recipes,This Roasted Squash Panzanella Is the Perfect Way to Start This Year's Christmas Dinner,Introducing the perfect way to balance out your sugar cookie obsession.,https://assets.msn.com/labs/mind/AAAAPoj.html,"[{""Label"": ""Christmas"", ""Type"": ""H"", ""WikidataId"": ""Q19809"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [71], ""SurfaceForms"": [""Christmas""]}]",[]
N9721,health,nutrition,"50 Foods You Should Never Eat, According to Health Experts",This is so depressing.,https://assets.msn.com/labs/mind/AABDHTv.html,[],[]
N60905,autos,autosenthusiasts,Trying to Make a Ram 3500 as Quick as a Viper Requires Some Disassembly,The 2019 Ram 3500's new Cummins diesel has 1000 lb-ft of torque. We put it to work on the drag strip.,https://assets.msn.com/labs/mind/AADKhPQ.html,"[{""Label"": ""Ram Pickup"", ""Type"": ""V"", ""WikidataId"": ""Q1211586"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Ram 3500""]}]","[{""Label"": ""Ram Pickup"", ""Type"": ""V"", ""WikidataId"": ""Q1211586"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9], ""SurfaceForms"": [""Ram 3500""]}, {""Label"": ""Cummins"", ""Type"": ""O"", ""WikidataId"": ""Q173476"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Cummins""]}]"
N16587,sports,football_nfl,"Rye football wins 2019 rendition of The Game, clobbers Harrison","After going into halftime tied, the Garnets regrouped and made a resounding second-half statement in The Game.",https://assets.msn.com/labs/mind/AAIGv0N.html,[],[]
N28361,health,wellness,Instagram Filters with Plastic Surgery-Inspired Effects Could Soon Disappear,"In an effort to combat some of the negative mental impacts caused by social media, the company announced it is removing all of its filters that give a plastic surgery-like effect.",https://assets.msn.com/labs/mind/AAJaBOM.html,"[{""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Instagram""]}]",[]
N18680,health,health-news,"Michigan apple recall: Nearly 2,300 crates could be contaminated with listeria","A Michigan produce company has recalled nearly 2,300 cases of fresh apples that could be contaminated with listeria.",https://assets.msn.com/labs/mind/AAJwfO8.html,"[{""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Michigan""]}]","[{""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [2], ""SurfaceForms"": [""Michigan""]}]"
N55610,lifestyle,lifestyleroyals,Kate Middleton's Best Hairstyles Through the Years,The Duchess of Cambridge knows her way around an updo.,https://assets.msn.com/labs/mind/AAEBVOU.html,"[{""Label"": ""Catherine, Duchess of Cambridge"", ""Type"": ""P"", ""WikidataId"": ""Q10479"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Kate Middleton""]}]","[{""Label"": ""Catherine, Duchess of Cambridge"", ""Type"": ""P"", ""WikidataId"": ""Q10479"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Duchess of Cambridge""]}]"
N35621,entertainment,celebrity,Stars who got fired from major projects,Take a look back at the celebs who got the boot from major movies and TV shows.,https://assets.msn.com/labs/mind/AABv6WU.html,[],[]
N22850,travel,travelarticle,Newark Liberty Airport's Terminal One a $2.7 billion 'transformative' project,"The project, which is the bi-state agency's single-largest investment in the state, is projected to be completed in 2022.",https://assets.msn.com/labs/mind/AAJfTqo.html,"[{""Label"": ""Newark Liberty International Airport"", ""Type"": ""F"", ""WikidataId"": ""Q466786"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Newark Liberty Airport""]}]",[]
N58173,autos,autossuvs,Is This The 2021 GMC Yukon Denali?,"A Motor1.com reader sent this to us, and it sure looks legit.",https://assets.msn.com/labs/mind/AAGZhlc.html,"[{""Label"": ""Chevrolet Tahoe"", ""Type"": ""V"", ""WikidataId"": ""Q910928"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""GMC Yukon Denali""]}]","[{""Label"": ""Motorsport Network"", ""Type"": ""O"", ""WikidataId"": ""Q27150138"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [2], ""SurfaceForms"": [""Motor1.com""]}]"
N29120,sports,football_nfl,"John Dorsey admits talks with Washington, but it ""takes two to tango""","Team officials in Washington ""emphatically"" denied a rumor of a Trent Williams trade to Cleveland, according to a report Tuesday. A day later, Browns General Manager John Dorsey admitted publicly he has talked to Washington president Bruce Allen. ""We've had a few conversations,"" Dorsey said, via Mary Kay Cabot of the Cleveland Plain Dealer. ""It [more]",https://assets.msn.com/labs/mind/AAISxPW.html,"[{""Label"": ""John Dorsey (American football)"", ""Type"": ""P"", ""WikidataId"": ""Q14950911"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""John Dorsey""]}]","[{""Label"": ""John Dorsey (American football)"", ""Type"": ""P"", ""WikidataId"": ""Q14950911"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [166, 280], ""SurfaceForms"": [""John Dorsey"", ""Dorsey""]}, {""Label"": ""Cleveland Browns"", ""Type"": ""O"", ""WikidataId"": ""Q223527"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [143], ""SurfaceForms"": [""Browns""]}, {""Label"": ""Cleveland"", ""Type"": ""G"", ""WikidataId"": ""Q37320"", ""Confidence"": 0.967, ""OccurrenceOffsets"": [88], ""SurfaceForms"": [""Cleveland""]}, {""Label"": ""The Plain Dealer"", ""Type"": ""M"", ""WikidataId"": ""Q286036"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [319], ""SurfaceForms"": [""Cleveland Plain Dealer""]}]"
N9786,news,newspolitics,Elijah Cummings to lie in state at US Capitol Thursday,"Cummings, a Democrat whose district included sections of Baltimore, died last week at age 68 from complications related to longstanding health issues.",https://assets.msn.com/labs/mind/AAJgNxm.html,"[{""Label"": ""Elijah Cummings"", ""Type"": ""P"", ""WikidataId"": ""Q934898"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Elijah Cummings""]}, {""Label"": ""United States Capitol"", ""Type"": ""F"", ""WikidataId"": ""Q54109"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""US Capitol""]}]","[{""Label"": ""Elijah Cummings"", ""Type"": ""P"", ""WikidataId"": ""Q934898"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Cummings""]}, {""Label"": ""Baltimore"", ""Type"": ""G"", ""WikidataId"": ""Q5092"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""Baltimore""]}, {""Label"": ""Democratic Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29552"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [12], ""SurfaceForms"": [""Democrat""]}]"
N46481,sports,more_sports,"Michigan finally shows some fight, but can't seal the deal","UNIVERSITY PARK, Pa. -- Fans on their way out of Beaver Stadium on Saturday night likely did not know what was going on mere feet from their celebration. Inside a small room under the bleachers of the stadium sat Khaleke Hudson and Shea Patterson, two players on Michigan's football team, addressing reporters after a 28-21 loss to No. 7 Penn State. Both were still in their uniforms, the sweat ...",https://assets.msn.com/labs/mind/AAJ4lmA.html,[],"[{""Label"": ""Beaver Stadium"", ""Type"": ""S"", ""WikidataId"": ""Q692816"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Beaver Stadium""]}, {""Label"": ""Khaleke Hudson"", ""Type"": ""P"", ""WikidataId"": ""Q43669564"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [213], ""SurfaceForms"": [""Khaleke Hudson""]}, {""Label"": ""Shea Patterson"", ""Type"": ""P"", ""WikidataId"": ""Q22007345"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [232], ""SurfaceForms"": [""Shea Patterson""]}, {""Label"": ""University Park, Pennsylvania"", ""Type"": ""O"", ""WikidataId"": ""Q4534544"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""UNIVERSITY PARK""]}, {""Label"": ""Pennsylvania"", ""Type"": ""G"", ""WikidataId"": ""Q1400"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Pa""]}]"
N47705,travel,traveltripideas,"17 Abandoned Theme Parks to Explore for Thrills, Chills, and Nostalgia","Disney, Six Flags, and even the Flintstones have had amusement parks that succumbed to disasters, bad press, and shifting entertainment markets. But for the adventurous, abandoned theme parks, whether in California, Florida, or Ohio, can be fascinating places to explore   if you dare.",https://assets.msn.com/labs/mind/AADlunl.html,"[{""Label"": ""Amusement park"", ""Type"": ""C"", ""WikidataId"": ""Q194195"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Theme Parks""]}, {""Label"": ""Chills"", ""Type"": ""U"", ""WikidataId"": ""Q2260058"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Chills""]}]","[{""Label"": ""Six Flags"", ""Type"": ""O"", ""WikidataId"": ""Q824278"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Six Flags""]}, {""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [216], ""SurfaceForms"": [""Florida""]}, {""Label"": ""The Flintstones"", ""Type"": ""W"", ""WikidataId"": ""Q201358"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [32], ""SurfaceForms"": [""Flintstones""]}, {""Label"": ""Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q1397"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [228], ""SurfaceForms"": [""Ohio""]}, {""Label"": ""Amusement park"", ""Type"": ""C"", ""WikidataId"": ""Q194195"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [180], ""SurfaceForms"": [""theme parks""]}, {""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [204], ""SurfaceForms"": [""California""]}]"
N1834,video,animals,Dog dies protecting Florida children from a deadly snake,"The Richardson family shares home video and photos of their puppy Zeus, who died protecting their children from a venomous coral snake.",https://assets.msn.com/labs/mind/AAI33em.html,"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Florida""]}]",[]
N3574,autos,autosnews,Ford Bronco Test Mule Spotted Flexing Its Muscles in Australia,"It still won't be offered in the Land Down Under, however.",https://assets.msn.com/labs/mind/AAGBWeL.html,"[{""Label"": ""Ford Bronco"", ""Type"": ""V"", ""WikidataId"": ""Q534238"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Ford Bronco""]}, {""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.944, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Australia""]}]",[]
